pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaHELEm	OZ251426.1	270001	300000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	270001	300000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	270001	300000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	270001	300000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	300001	330000	0.0	3	0	3	0
PflaHELEm	OZ251426.1	300001	330000	0.0	3	0	3	0
PflaKGBDf	OZ251426.1	300001	330000	0.0	3	0	3	0
PflaHELAf	OZ251426.1	300001	330000	0.0	3	0	3	0
PflaKGBHm	OZ251426.1	330001	360000	0.0263157894736842	38	1	38	0
PflaKGBDf	OZ251426.1	330001	360000	0.0526315789473684	38	2	38	0
PflaHELAf	OZ251426.1	330001	360000	0.0789473684210526	38	3	38	0
PflaHELEm	OZ251426.1	330001	360000	0.0526315789473684	38	2	38	0
PflaKGBHm	OZ251426.1	360001	390000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	360001	390000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	360001	390000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	360001	390000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	390001	420000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	390001	420000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	390001	420000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	390001	420000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	420001	450000	0.0049916805324459	601	3	601	0
PflaHELEm	OZ251426.1	420001	450000	0.0149750415973377	601	9	601	0
PflaKGBHm	OZ251426.1	420001	450000	0.0049916805324459	601	3	601	0
PflaHELAf	OZ251426.1	420001	450000	0.0016638935108153	601	1	601	0
PflaKGBDf	OZ251426.1	450001	480000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	450001	480000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	450001	480000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	450001	480000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	480001	510000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	480001	510000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	480001	510000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	480001	510000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	510001	540000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	510001	540000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	510001	540000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	510001	540000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	540001	570000	0.0037807183364839	2116	8	2116	0
PflaHELEm	OZ251426.1	540001	570000	0.0047258979206049	2116	10	2116	0
PflaKGBHm	OZ251426.1	540001	570000	0.0066162570888468	2116	14	2116	0
PflaHELAf	OZ251426.1	540001	570000	0.0066162570888468	2116	14	2116	0
PflaHELAf	OZ251426.1	570001	600000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	570001	600000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	570001	600000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	570001	600000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	600001	630000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	600001	630000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	600001	630000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	600001	630000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	630001	660000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	630001	660000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	630001	660000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	630001	660000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	660001	690000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	660001	690000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	660001	690000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	660001	690000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	690001	720000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	690001	720000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	690001	720000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	690001	720000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	720001	750000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	720001	750000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	720001	750000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	720001	750000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	750001	780000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	750001	780000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	750001	780000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	750001	780000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	780001	810000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	780001	810000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	780001	810000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	780001	810000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	810001	840000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	810001	840000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	810001	840000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	810001	840000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	840001	870000	0.0	3089	0	3089	0
PflaHELEm	OZ251426.1	840001	870000	0.0009711880867594	3089	3	3089	0
PflaHELAf	OZ251426.1	840001	870000	0.0003237293622531	3089	1	3089	0
PflaKGBDf	OZ251426.1	840001	870000	0.0006474587245063	3089	2	3089	0
PflaHELAf	OZ251426.1	870001	900000	0.0017738359201773	13530	24	13530	0
PflaKGBDf	OZ251426.1	870001	900000	0.0028826964298913	13529	39	13529	1
PflaHELEm	OZ251426.1	870001	900000	0.0016260162601626	13530	22	13530	0
PflaKGBHm	OZ251426.1	870001	900000	0.0017738359201773	13530	24	13530	0
PflaKGBDf	OZ251426.1	900001	930000	0.002375628842929	14312	34	14312	0
PflaHELEm	OZ251426.1	900001	930000	0.0019564002235885	14312	28	14312	0
PflaKGBHm	OZ251426.1	900001	930000	0.0008384572386808	14312	12	14312	0
PflaHELAf	OZ251426.1	900001	930000	0.0013974287311347	14312	20	14312	0
PflaHELAf	OZ251426.1	930001	960000	0.0038824181919023	19833	77	19833	0
PflaKGBDf	OZ251426.1	930001	960000	0.0044874703776534	19833	89	19833	0
PflaHELEm	OZ251426.1	930001	960000	0.0030756819442343	19833	61	19833	0
PflaKGBHm	OZ251426.1	930001	960000	0.0032773660061513	19833	65	19833	0
PflaHELEm	OZ251426.1	960001	990000	0.0015740144523145	13977	22	13977	0
PflaHELAf	OZ251426.1	960001	990000	0.0018601988981898	13977	26	13977	0
PflaKGBDf	OZ251426.1	960001	990000	0.0018601988981898	13977	26	13977	0
PflaKGBHm	OZ251426.1	960001	990000	0.0024325677899406	13977	34	13977	0
PflaKGBDf	OZ251426.1	990001	1020000	0.0018746209406186	18137	34	18137	0
PflaKGBHm	OZ251426.1	990001	1020000	0.0022605723107459	18137	41	18137	0
PflaHELEm	OZ251426.1	990001	1020000	0.0020951645806914	18137	38	18137	0
PflaHELAf	OZ251426.1	990001	1020000	0.0018194850306004	18137	33	18137	0
PflaKGBHm	OZ251426.1	1020001	1050000	0.0013108614232209	16020	21	16020	511
PflaHELEm	OZ251426.1	1020001	1050000	0.0017542798378803	16531	29	16531	0
PflaKGBDf	OZ251426.1	1020001	1050000	0.0030851128183412	16531	51	16531	0
PflaHELAf	OZ251426.1	1020001	1050000	0.0026616659609219	16531	44	16531	0
PflaKGBHm	OZ251426.1	1050001	1080000	0.0036053752867912	9153	33	9153	923
PflaHELEm	OZ251426.1	1050001	1080000	0.0022826518459706	10076	23	10076	0
PflaKGBDf	OZ251426.1	1050001	1080000	0.0020841603811036	10076	21	10076	0
PflaHELAf	OZ251426.1	1050001	1080000	0.0028867210830181	10046	29	10046	30
PflaHELEm	OZ251426.1	1080001	1110000	0.002201217143597	15446	34	15446	0
PflaHELAf	OZ251426.1	1080001	1110000	0.002201217143597	15446	34	15446	0
PflaKGBDf	OZ251426.1	1080001	1110000	0.0026544089084552	15446	41	15446	0
PflaKGBHm	OZ251426.1	1080001	1110000	0.0020717337822089	15446	32	15446	0
PflaKGBDf	OZ251426.1	1110001	1140000	0.0039020383015864	19477	76	19477	0
PflaKGBHm	OZ251426.1	1110001	1140000	0.0025157878523386	19477	49	19477	0
PflaHELEm	OZ251426.1	1110001	1140000	0.0033886122092724	19477	66	19477	0
PflaHELAf	OZ251426.1	1110001	1140000	0.0026698156800328	19477	52	19477	0
PflaKGBHm	OZ251426.1	1140001	1170000	0.0012157090755325	18919	23	18919	69
PflaKGBDf	OZ251426.1	1140001	1170000	0.0023181075812654	18981	44	18981	7
PflaHELEm	OZ251426.1	1140001	1170000	0.0011586265009479	18988	22	18988	0
PflaHELAf	OZ251426.1	1140001	1170000	0.0018432694333263	18988	35	18988	0
PflaKGBHm	OZ251426.1	1170001	1200000	0.0007463084386161	18759	14	18759	0
PflaHELEm	OZ251426.1	1170001	1200000	0.0018124633509248	18759	34	18759	0
PflaKGBDf	OZ251426.1	1170001	1200000	0.0024521562983101	18759	46	18759	0
PflaHELAf	OZ251426.1	1170001	1200000	0.001705847859694	18759	32	18759	0
PflaKGBDf	OZ251426.1	1200001	1230000	0.0017866811044937	18470	33	18470	0
PflaKGBHm	OZ251426.1	1200001	1230000	0.0016242555495397	18470	30	18470	0
PflaHELEm	OZ251426.1	1200001	1230000	0.0011911207363291	18470	22	18470	0
PflaHELAf	OZ251426.1	1200001	1230000	0.0018408229561451	18470	34	18470	0
PflaKGBHm	OZ251426.1	1230001	1260000	0.001573564122738	10168	16	10168	67
PflaHELEm	OZ251426.1	1230001	1260000	0.0017586712261846	10235	18	10235	0
PflaKGBDf	OZ251426.1	1230001	1260000	0.0025403028822667	10235	26	10235	0
PflaHELAf	OZ251426.1	1230001	1260000	0.0017586712261846	10235	18	10235	0
PflaHELAf	OZ251426.1	1260001	1290000	0.0020582405854551	13118	27	13118	0
PflaKGBDf	OZ251426.1	1260001	1290000	0.0013721603903034	13118	18	13118	0
PflaHELEm	OZ251426.1	1260001	1290000	0.0007623113279463	13118	10	13118	0
PflaKGBHm	OZ251426.1	1260001	1290000	0.0007639419404125	13090	10	13090	28
PflaHELAf	OZ251426.1	1290001	1320000	0.0029043106083766	13084	38	13084	0
PflaKGBDf	OZ251426.1	1290001	1320000	0.0037450321002751	13084	49	13084	0
PflaHELEm	OZ251426.1	1290001	1320000	0.0017578722103332	13084	23	13084	0
PflaKGBHm	OZ251426.1	1290001	1320000	0.0036686028737389	13084	48	13084	0
PflaKGBHm	OZ251426.1	1320001	1350000	0.0005553498704183	16206	9	16206	101
PflaHELEm	OZ251426.1	1320001	1350000	0.0008585270129392	16307	14	16307	0
PflaHELAf	OZ251426.1	1320001	1350000	0.0011038204452075	16307	18	16307	0
PflaKGBDf	OZ251426.1	1320001	1350000	0.0010424970871404	16307	17	16307	0
PflaHELAf	OZ251426.1	1350001	1380000	0.0026013006503251	19990	52	19990	0
PflaKGBHm	OZ251426.1	1350001	1380000	0.0018009004502251	19990	36	19990	0
PflaKGBDf	OZ251426.1	1350001	1380000	0.0026013006503251	19990	52	19990	0
PflaHELEm	OZ251426.1	1350001	1380000	0.0018509254627313	19990	37	19990	0
PflaKGBHm	OZ251426.1	1380001	1410000	0.0005984114895005	18382	11	18382	0
PflaHELEm	OZ251426.1	1380001	1410000	0.001033619845501	18382	19	18382	0
PflaKGBDf	OZ251426.1	1380001	1410000	0.0013056250680013	18382	24	18382	0
PflaHELAf	OZ251426.1	1380001	1410000	0.0015776302905015	18382	29	18382	0
PflaKGBHm	OZ251426.1	1410001	1440000	0.0002345949327494	12788	3	12788	0
PflaHELEm	OZ251426.1	1410001	1440000	0.0007037847982483	12788	9	12788	0
PflaKGBDf	OZ251426.1	1410001	1440000	0.0010947763528307	12788	14	12788	0
PflaHELAf	OZ251426.1	1410001	1440000	0.0012511729746637	12788	16	12788	0
PflaKGBHm	OZ251426.1	1440001	1470000	0.0001824040858515	16447	3	16447	0
PflaHELEm	OZ251426.1	1440001	1470000	0.0010944245151091	16447	18	16447	0
PflaKGBDf	OZ251426.1	1440001	1470000	0.0013984313248616	16447	23	16447	0
PflaHELAf	OZ251426.1	1440001	1470000	0.0015200340487626	16447	25	16447	0
PflaHELAf	OZ251426.1	1470001	1500000	0.001598295151838	18770	30	18770	0
PflaKGBDf	OZ251426.1	1470001	1500000	0.0019179541822056	18770	36	18770	0
PflaKGBHm	OZ251426.1	1470001	1500000	0.0014415376401494	18730	27	18730	40
PflaHELEm	OZ251426.1	1470001	1500000	0.0011188066062866	18770	21	18770	0
PflaHELAf	OZ251426.1	1500001	1530000	0.0013350359879266	17228	23	17228	0
PflaKGBDf	OZ251426.1	1500001	1530000	0.0021476665892732	17228	37	17228	0
PflaHELEm	OZ251426.1	1500001	1530000	0.0005804504295333	17228	10	17228	0
PflaKGBHm	OZ251426.1	1500001	1530000	0.0014511260738332	17228	25	17228	0
PflaKGBHm	OZ251426.1	1530001	1560000	0.0025947067981318	21197	55	21197	0
PflaHELEm	OZ251426.1	1530001	1560000	0.0018883066610017	21183	40	21183	14
PflaKGBDf	OZ251426.1	1530001	1560000	0.0026418832853705	21197	56	21197	0
PflaHELAf	OZ251426.1	1530001	1560000	0.0025003538236542	21197	53	21197	0
PflaKGBHm	OZ251426.1	1560001	1590000	0.003147268408551	16840	53	16840	0
PflaHELEm	OZ251426.1	1560001	1590000	0.0014845605700712	16840	25	16840	0
PflaKGBDf	OZ251426.1	1560001	1590000	0.0025534441805225	16840	43	16840	0
PflaHELAf	OZ251426.1	1560001	1590000	0.0022565320665083	16840	38	16840	0
PflaKGBHm	OZ251426.1	1590001	1620000	0.0038738738738738	11100	43	11100	0
PflaKGBDf	OZ251426.1	1590001	1620000	0.0039639639639639	11100	44	11100	0
PflaHELEm	OZ251426.1	1590001	1620000	0.0045045045045045	11100	50	11100	0
PflaHELAf	OZ251426.1	1590001	1620000	0.0048648648648648	11100	54	11100	0
PflaKGBDf	OZ251426.1	1620001	1650000	0.0010521204273227	12356	13	12356	0
PflaHELEm	OZ251426.1	1620001	1650000	0.0016186468112657	12356	20	12356	0
PflaHELAf	OZ251426.1	1620001	1650000	0.0016186468112657	12356	20	12356	0
PflaKGBHm	OZ251426.1	1620001	1650000	0.0013758497895759	12356	17	12356	0
PflaKGBDf	OZ251426.1	1650001	1680000	0.0027050421986582	18484	50	18484	0
PflaKGBHm	OZ251426.1	1650001	1680000	0.0017853278511144	18484	33	18484	0
PflaHELEm	OZ251426.1	1650001	1680000	0.0019055915500626	18367	35	18367	117
PflaHELAf	OZ251426.1	1650001	1680000	0.0043821683618264	18484	81	18484	0
PflaHELAf	OZ251426.1	1680001	1710000	0.0018900843268391	13756	26	13756	0
PflaKGBDf	OZ251426.1	1680001	1710000	0.0008727272727272	13750	12	13750	6
PflaKGBHm	OZ251426.1	1680001	1710000	0.0026897353881942	13756	37	13756	0
PflaHELEm	OZ251426.1	1680001	1710000	0.0027624309392265	13756	38	13756	0
PflaKGBHm	OZ251426.1	1710001	1740000	0.003399367014418	17062	58	17062	0
PflaHELAf	OZ251426.1	1710001	1740000	0.0025202203727581	17062	43	17062	0
PflaKGBDf	OZ251426.1	1710001	1740000	0.0025023832221163	16784	42	16784	278
PflaHELEm	OZ251426.1	1710001	1740000	0.0032821474621966	17062	56	17062	0
PflaHELAf	OZ251426.1	1740001	1770000	0.0007369196757553	9499	7	9499	0
PflaKGBDf	OZ251426.1	1740001	1770000	0.0003158227181808	9499	3	9499	0
PflaHELEm	OZ251426.1	1740001	1770000	0.0037898726181703	9499	36	9499	0
PflaKGBHm	OZ251426.1	1740001	1770000	0.0007369196757553	9499	7	9499	0
PflaKGBHm	OZ251426.1	1770001	1800000	0.0013493759136399	17786	24	17786	1
PflaHELEm	OZ251426.1	1770001	1800000	0.0046101085062124	17787	82	17787	0
PflaHELAf	OZ251426.1	1770001	1800000	0.0007870916961826	17787	14	17787	0
PflaKGBDf	OZ251426.1	1770001	1800000	0.0003936786457454	17781	7	17781	6
PflaHELAf	OZ251426.1	1800001	1830000	0.0013151787095775	12926	17	12926	0
PflaHELEm	OZ251426.1	1800001	1830000	0.003713445768219	12926	48	12926	0
PflaKGBDf	OZ251426.1	1800001	1830000	0.0033266285006962	12926	43	12926	0
PflaKGBHm	OZ251426.1	1800001	1830000	0.0034039919542008	12926	44	12926	0
PflaHELAf	OZ251426.1	1830001	1860000	0.0025346652750857	13414	34	13414	0
PflaKGBDf	OZ251426.1	1830001	1860000	0.0027583122111227	13414	37	13414	0
PflaHELEm	OZ251426.1	1830001	1860000	0.0046220366780975	13414	62	13414	0
PflaKGBHm	OZ251426.1	1830001	1860000	0.0031310571045176	13414	42	13414	0
PflaKGBDf	OZ251426.1	1860001	1890000	0.0045402264059567	16519	75	16519	0
PflaKGBHm	OZ251426.1	1860001	1890000	0.0040559355893213	16519	67	16519	0
PflaHELAf	OZ251426.1	1860001	1890000	0.0037694552529182	16448	62	16448	71
PflaHELEm	OZ251426.1	1860001	1890000	0.0041770082934802	16519	69	16519	0
PflaHELAf	OZ251426.1	1890001	1920000	0.0011470281543274	19180	22	19180	0
PflaKGBDf	OZ251426.1	1890001	1920000	0.0022940563086548	19180	44	19180	0
PflaHELEm	OZ251426.1	1890001	1920000	0.0027632950990615	19180	53	19180	0
PflaKGBHm	OZ251426.1	1890001	1920000	0.0019812304483837	19180	38	19180	0
PflaKGBHm	OZ251426.1	1920001	1950000	0.0065543071161048	12816	84	12816	0
PflaHELEm	OZ251426.1	1920001	1950000	0.0049937578027465	12816	64	12816	0
PflaKGBDf	OZ251426.1	1920001	1950000	0.0070224719101123	12816	90	12816	0
PflaHELAf	OZ251426.1	1920001	1950000	0.0021067415730337	12816	27	12816	0
PflaHELAf	OZ251426.1	1950001	1980000	0.0014209351106299	14779	21	14779	0
PflaKGBDf	OZ251426.1	1950001	1980000	0.0031125245280465	14779	46	14779	0
PflaHELEm	OZ251426.1	1950001	1980000	0.0039244874484065	14779	58	14779	0
PflaKGBHm	OZ251426.1	1950001	1980000	0.0027742066445632	14779	41	14779	0
PflaHELAf	OZ251426.1	1980001	2010000	0.0031439602868174	18130	57	18130	0
PflaKGBDf	OZ251426.1	1980001	2010000	0.0029784886927744	18130	54	18130	0
PflaHELEm	OZ251426.1	1980001	2010000	0.0039713182570325	18130	72	18130	0
PflaKGBHm	OZ251426.1	1980001	2010000	0.0049641478212906	18130	90	18130	0
PflaHELEm	OZ251426.1	2010001	2040000	0.0051314575645756	17344	89	17344	0
PflaKGBHm	OZ251426.1	2010001	2040000	0.0029981549815498	17344	52	17344	0
PflaKGBDf	OZ251426.1	2010001	2040000	0.0008078476630121	17330	14	17330	14
PflaHELAf	OZ251426.1	2010001	2040000	0.0033440959409594	17344	58	17344	0
PflaKGBHm	OZ251426.1	2040001	2070000	0.0067637877211238	17298	117	17298	0
PflaHELEm	OZ251426.1	2040001	2070000	0.0031795583304428	17298	55	17298	0
PflaKGBDf	OZ251426.1	2040001	2070000	0.0046826222684703	17298	81	17298	0
PflaHELAf	OZ251426.1	2040001	2070000	0.0056075846918718	17298	97	17298	0
PflaHELEm	OZ251426.1	2070001	2100000	0.006014866935255	17623	106	17623	0
PflaHELAf	OZ251426.1	2070001	2100000	0.0055041706860352	17623	97	17623	0
PflaKGBDf	OZ251426.1	2070001	2100000	0.0045395222152868	17623	80	17623	0
PflaKGBHm	OZ251426.1	2070001	2100000	0.0044260341599046	17623	78	17623	0
PflaKGBHm	OZ251426.1	2100001	2130000	0.0018154998297968	17626	32	17626	0
PflaHELEm	OZ251426.1	2100001	2130000	0.001872234199478	17626	33	17626	0
PflaKGBDf	OZ251426.1	2100001	2130000	0.0051060932713037	17626	90	17626	0
PflaHELAf	OZ251426.1	2100001	2130000	0.0041983433564053	17626	74	17626	0
PflaHELAf	OZ251426.1	2130001	2160000	0.0085648772592392	14828	127	14828	0
PflaKGBDf	OZ251426.1	2130001	2160000	0.0070811977340167	14828	105	14828	0
PflaHELEm	OZ251426.1	2130001	2160000	0.0077555975182087	14828	115	14828	0
PflaKGBHm	OZ251426.1	2130001	2160000	0.0086997572160776	14828	129	14828	0
PflaHELAf	OZ251426.1	2160001	2190000	0.0044639535748828	13441	60	13441	0
PflaKGBDf	OZ251426.1	2160001	2190000	0.0006695930362324	13441	9	13441	0
PflaHELEm	OZ251426.1	2160001	2190000	0.0035711628599062	13441	48	13441	0
PflaKGBHm	OZ251426.1	2160001	2190000	0.0026783721449296	13441	36	13441	0
PflaHELAf	OZ251426.1	2190001	2220000	0.0051580094442426	13765	71	13765	0
PflaKGBDf	OZ251426.1	2190001	2220000	0.0016709044678532	13765	23	13765	0
PflaHELEm	OZ251426.1	2190001	2220000	0.0054486015256084	13765	75	13765	0
PflaKGBHm	OZ251426.1	2190001	2220000	0.0054486015256084	13765	75	13765	0
PflaKGBHm	OZ251426.1	2220001	2250000	0.0030523444603195	15398	47	15398	0
PflaHELEm	OZ251426.1	2220001	2250000	0.0044343006194978	15335	68	15335	63
PflaKGBDf	OZ251426.1	2220001	2250000	0.0017537022603273	15396	27	15396	2
PflaHELAf	OZ251426.1	2220001	2250000	0.004156383945967	15398	64	15398	0
PflaHELAf	OZ251426.1	2250001	2280000	0.0064953894333932	17243	112	17243	0
PflaKGBDf	OZ251426.1	2250001	2280000	0.0054514875601693	17243	94	17243	0
PflaHELEm	OZ251426.1	2250001	2280000	0.0082932204372788	17243	143	17243	0
PflaKGBHm	OZ251426.1	2250001	2280000	0.0052195093661195	17243	90	17243	0
PflaHELEm	OZ251426.1	2280001	2310000	0.004208915247752	15681	66	15681	1
PflaKGBHm	OZ251426.1	2280001	2310000	0.0035072057135569	15682	55	15682	0
PflaHELAf	OZ251426.1	2280001	2310000	0.0036985078433873	15682	58	15682	0
PflaKGBDf	OZ251426.1	2280001	2310000	0.003398961072276	15593	53	15593	89
PflaHELAf	OZ251426.1	2310001	2340000	0.0040650406504065	12792	52	12792	0
PflaKGBDf	OZ251426.1	2310001	2340000	0.0046904315196998	12792	60	12792	0
PflaHELEm	OZ251426.1	2310001	2340000	0.0032833020637898	12792	42	12792	0
PflaKGBHm	OZ251426.1	2310001	2340000	0.0021888680425265	12792	28	12792	0
PflaKGBHm	OZ251426.1	2340001	2370000	0.0048500089814981	16701	81	16701	0
PflaHELAf	OZ251426.1	2340001	2370000	0.0055086521765163	16701	92	16701	0
PflaKGBDf	OZ251426.1	2340001	2370000	0.0047302556733129	16701	79	16701	0
PflaHELEm	OZ251426.1	2340001	2370000	0.0064666786419974	16701	108	16701	0
PflaKGBHm	OZ251426.1	2370001	2400000	0.0037856146642757	20076	76	20076	0
PflaHELEm	OZ251426.1	2370001	2400000	0.0042339111376768	20076	85	20076	0
PflaHELAf	OZ251426.1	2370001	2400000	0.0028392109982068	20076	57	20076	0
PflaKGBDf	OZ251426.1	2370001	2400000	0.0033373181908746	20076	67	20076	0
PflaHELAf	OZ251426.1	2400001	2430000	0.0020559786925844	21401	44	21401	0
PflaKGBDf	OZ251426.1	2400001	2430000	0.0023830662118592	21401	51	21401	0
PflaHELEm	OZ251426.1	2400001	2430000	0.0026167001541984	21401	56	21401	0
PflaKGBHm	OZ251426.1	2400001	2430000	0.0021027054810522	21401	45	21401	0
PflaHELAf	OZ251426.1	2430001	2460000	0.0057614635305298	16836	97	16836	0
PflaKGBDf	OZ251426.1	2430001	2460000	0.0057020669992872	16836	96	16836	0
PflaHELEm	OZ251426.1	2430001	2460000	0.0072463768115942	16836	122	16836	0
PflaKGBHm	OZ251426.1	2430001	2460000	0.000831551437396	16836	14	16836	0
PflaKGBDf	OZ251426.1	2460001	2490000	0.002442996742671	15964	39	15964	1
PflaHELEm	OZ251426.1	2460001	2490000	0.0050735984967115	15965	81	15965	0
PflaKGBHm	OZ251426.1	2460001	2490000	0.0017538365173817	15965	28	15965	0
PflaHELAf	OZ251426.1	2460001	2490000	0.0040087691825869	15965	64	15965	0
PflaHELAf	OZ251426.1	2490001	2520000	0.003844970778222	13004	50	13004	12
PflaKGBDf	OZ251426.1	2490001	2520000	0.0030842778934381	12969	40	12969	47
PflaHELEm	OZ251426.1	2490001	2520000	0.0062231100184388	13016	81	13016	0
PflaKGBHm	OZ251426.1	2490001	2520000	0.0034572833435771	13016	45	13016	0
PflaHELEm	OZ251426.1	2520001	2550000	0.0057185364266121	21509	123	21509	0
PflaKGBHm	OZ251426.1	2520001	2550000	0.0046957087730717	21509	101	21509	0
