pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaKGBDf	OZ251426.1	700001	750000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	700001	750000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	700001	750000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	750001	800000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	750001	800000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	750001	800000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	750001	800000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	800001	850000	NA	0	NA	NA	NA
PflaKGBDf	OZ251426.1	800001	850000	NA	0	NA	NA	NA
PflaHELEm	OZ251426.1	800001	850000	NA	0	NA	NA	NA
PflaKGBHm	OZ251426.1	800001	850000	NA	0	NA	NA	NA
PflaHELAf	OZ251426.1	850001	900000	0.0015043023045911	16619	25	16619	0
PflaKGBDf	OZ251426.1	850001	900000	0.0024672042363702	16618	41	16618	1
PflaHELEm	OZ251426.1	850001	900000	0.0015043023045911	16619	25	16619	0
PflaKGBHm	OZ251426.1	850001	900000	0.0014441302124074	16619	24	16619	0
PflaHELAf	OZ251426.1	900001	950000	0.0032278459951415	30051	97	30051	0
PflaKGBDf	OZ251426.1	900001	950000	0.0040597650660543	30051	122	30051	0
PflaHELEm	OZ251426.1	900001	950000	0.0029283551296129	30051	88	30051	0
PflaKGBHm	OZ251426.1	900001	950000	0.0025623107384113	30051	77	30051	0
PflaKGBHm	OZ251426.1	950001	1000000	0.0027627778475448	23889	66	23889	0
PflaHELEm	OZ251426.1	950001	1000000	0.0020092929800326	23889	48	23889	0
PflaKGBDf	OZ251426.1	950001	1000000	0.002176734061702	23889	52	23889	0
PflaHELAf	OZ251426.1	950001	1000000	0.002176734061702	23889	52	23889	0
PflaKGBHm	OZ251426.1	1000001	1050000	0.0010586118070503	28339	30	28339	511
PflaHELEm	OZ251426.1	1000001	1050000	0.0014558058925476	28850	42	28850	0
PflaKGBDf	OZ251426.1	1000001	1050000	0.0020797227036395	28850	60	28850	0
PflaHELAf	OZ251426.1	1000001	1050000	0.0017677642980935	28850	51	28850	0
PflaKGBHm	OZ251426.1	1050001	1100000	0.0026869219242494	19353	52	19353	923
PflaHELEm	OZ251426.1	1050001	1100000	0.0021700532649437	20276	44	20276	0
PflaKGBDf	OZ251426.1	1050001	1100000	0.002318011442099	20276	47	20276	0
PflaHELAf	OZ251426.1	1050001	1100000	0.0023214462115973	20246	47	20246	30
PflaHELAf	OZ251426.1	1100001	1150000	0.0024514742427295	29778	73	29778	0
PflaKGBDf	OZ251426.1	1100001	1150000	0.003223856538384	29778	96	29778	0
PflaHELEm	OZ251426.1	1100001	1150000	0.002753710793203	29778	82	29778	0
PflaKGBHm	OZ251426.1	1100001	1150000	0.0021156558533145	29778	63	29778	0
PflaHELEm	OZ251426.1	1150001	1200000	0.0016211917288633	32692	53	32692	0
PflaKGBHm	OZ251426.1	1150001	1200000	0.0011035159243478	32623	36	32623	69
PflaHELAf	OZ251426.1	1150001	1200000	0.0018964884375382	32692	62	32692	0
PflaKGBDf	OZ251426.1	1150001	1200000	0.0026005813064096	32685	85	32685	7
PflaKGBHm	OZ251426.1	1200001	1250000	0.0013757203941253	26895	37	26895	0
PflaHELEm	OZ251426.1	1200001	1250000	0.0012269938650306	26895	33	26895	0
PflaKGBDf	OZ251426.1	1200001	1250000	0.0020078081427774	26895	54	26895	0
PflaHELAf	OZ251426.1	1200001	1250000	0.0016359918200408	26895	44	26895	0
PflaKGBHm	OZ251426.1	1250001	1300000	0.0016157392006843	21043	34	21043	95
PflaHELEm	OZ251426.1	1250001	1300000	0.0010880878039549	21138	23	21138	0
PflaKGBDf	OZ251426.1	1250001	1300000	0.0019396347809631	21138	41	21138	0
PflaHELAf	OZ251426.1	1250001	1300000	0.0024127164348566	21138	51	21138	0
PflaHELEm	OZ251426.1	1300001	1350000	0.0013373021008584	23181	31	23181	0
PflaKGBHm	OZ251426.1	1300001	1350000	0.0018197573656845	23080	42	23080	101
PflaHELAf	OZ251426.1	1300001	1350000	0.0017255510978818	23181	40	23181	0
PflaKGBDf	OZ251426.1	1300001	1350000	0.0020706613174582	23181	48	23181	0
PflaHELAf	OZ251426.1	1350001	1400000	0.0019721356320376	31438	62	31438	0
PflaKGBDf	OZ251426.1	1350001	1400000	0.0019403269928112	31438	61	31438	0
PflaHELEm	OZ251426.1	1350001	1400000	0.0013995801259622	31438	44	31438	0
PflaKGBHm	OZ251426.1	1350001	1400000	0.0013995801259622	31438	44	31438	0
PflaHELAf	OZ251426.1	1400001	1450000	0.0015960712093308	24435	39	24435	0
PflaKGBDf	OZ251426.1	1400001	1450000	0.001391446695314	24435	34	24435	0
PflaHELEm	OZ251426.1	1400001	1450000	0.0009821976672805	24435	24	24435	0
PflaKGBHm	OZ251426.1	1400001	1450000	0.0002864743196234	24435	7	24435	0
PflaHELAf	OZ251426.1	1450001	1500000	0.0016719118804091	30504	51	30504	0
PflaKGBDf	OZ251426.1	1450001	1500000	0.0017702596380802	30504	54	30504	0
PflaHELEm	OZ251426.1	1450001	1500000	0.0011801730920535	30504	36	30504	0
PflaKGBHm	OZ251426.1	1450001	1500000	0.0009519432773109	30464	29	30464	40
PflaKGBHm	OZ251426.1	1500001	1550000	0.0021077507744387	31313	66	31313	0
PflaHELEm	OZ251426.1	1500001	1550000	0.0014377456148758	31299	45	31299	14
PflaHELAf	OZ251426.1	1500001	1550000	0.0022035576278223	31313	69	31313	0
PflaKGBDf	OZ251426.1	1500001	1550000	0.0026825918947402	31313	84	31313	0
PflaHELAf	OZ251426.1	1550001	1600000	0.0016648784638721	27029	45	27029	0
PflaKGBDf	OZ251426.1	1550001	1600000	0.0019238595582522	27029	52	27029	0
PflaHELEm	OZ251426.1	1550001	1600000	0.0011469162751119	27029	31	27029	0
PflaKGBHm	OZ251426.1	1550001	1600000	0.0025528136446039	27029	69	27029	0
PflaHELAf	OZ251426.1	1600001	1650000	0.0036311889690367	20379	74	20379	0
PflaKGBDf	OZ251426.1	1600001	1650000	0.0027969969085823	20379	57	20379	0
PflaHELEm	OZ251426.1	1600001	1650000	0.0033858383630207	20379	69	20379	0
PflaKGBHm	OZ251426.1	1600001	1650000	0.0028460670297855	20379	58	20379	0
PflaKGBHm	OZ251426.1	1650001	1700000	0.0020475969711018	25884	53	25884	0
PflaHELAf	OZ251426.1	1650001	1700000	0.0037861227012826	25884	98	25884	0
PflaKGBDf	OZ251426.1	1650001	1700000	0.0022021325915623	25884	57	25884	0
PflaHELEm	OZ251426.1	1650001	1700000	0.0019404664881437	25767	50	25767	117
PflaKGBDf	OZ251426.1	1700001	1750000	0.0016487479820011	29113	48	29113	284
PflaHELAf	OZ251426.1	1700001	1750000	0.0019049562880566	29397	56	29397	0
PflaHELEm	OZ251426.1	1700001	1750000	0.0034697418103888	29397	102	29397	0
PflaKGBHm	OZ251426.1	1700001	1750000	0.0026873490492227	29397	79	29397	0
PflaHELEm	OZ251426.1	1750001	1800000	0.0044586286197024	21307	95	21307	0
PflaKGBDf	OZ251426.1	1750001	1800000	0.000422515374865	21301	9	21301	6
PflaKGBHm	OZ251426.1	1750001	1800000	0.0012672486623486	21306	27	21306	1
PflaHELAf	OZ251426.1	1750001	1800000	0.0007978598582625	21307	17	21307	0
PflaKGBHm	OZ251426.1	1800001	1850000	0.0029757549148738	20499	61	20499	0
PflaKGBDf	OZ251426.1	1800001	1850000	0.002780623445046	20499	57	20499	0
PflaHELAf	OZ251426.1	1800001	1850000	0.0015122688911654	20499	31	20499	0
PflaHELEm	OZ251426.1	1800001	1850000	0.0037074979267281	20499	76	20499	0
PflaHELEm	OZ251426.1	1850001	1900000	0.0041752200688911	28741	120	28741	0
PflaKGBDf	OZ251426.1	1850001	1900000	0.0038272850631502	28741	110	28741	0
PflaHELAf	OZ251426.1	1850001	1900000	0.0030345308685036	28670	87	28670	71
PflaKGBHm	OZ251426.1	1850001	1900000	0.0034793500574092	28741	100	28741	0
PflaKGBHm	OZ251426.1	1900001	1950000	0.0044505172750341	25615	114	25615	0
PflaHELEm	OZ251426.1	1900001	1950000	0.0039039625219597	25615	100	25615	0
PflaKGBDf	OZ251426.1	1900001	1950000	0.0047628342767909	25615	122	25615	0
PflaHELAf	OZ251426.1	1900001	1950000	0.0017177435096623	25615	44	25615	0
PflaKGBHm	OZ251426.1	1950001	2000000	0.0041119318802081	27481	113	27481	0
PflaHELEm	OZ251426.1	1950001	2000000	0.004221098213311	27481	116	27481	0
PflaHELAf	OZ251426.1	1950001	2000000	0.0022924929951602	27481	63	27481	0
PflaKGBDf	OZ251426.1	1950001	2000000	0.0035661002146937	27481	98	27481	0
PflaKGBHm	OZ251426.1	2000001	2050000	0.0035554238731898	27001	96	27001	0
PflaHELEm	OZ251426.1	2000001	2050000	0.0042961371801044	27001	116	27001	0
PflaKGBDf	OZ251426.1	2000001	2050000	0.0008893170785933	26987	24	26987	14
PflaHELAf	OZ251426.1	2000001	2050000	0.0033332098811155	27001	90	27001	0
PflaHELEm	OZ251426.1	2050001	2100000	0.0048221034797341	30692	148	30692	0
PflaKGBDf	OZ251426.1	2050001	2100000	0.0049850123810765	30692	153	30692	0
PflaHELAf	OZ251426.1	2050001	2100000	0.0057669751075198	30692	177	30692	0
PflaKGBHm	OZ251426.1	2050001	2100000	0.005506320865372	30692	169	30692	0
PflaKGBHm	OZ251426.1	2100001	2150000	0.0050196953323805	28687	144	28687	0
PflaHELEm	OZ251426.1	2100001	2150000	0.0044968104019242	28687	129	28687	0
PflaKGBDf	OZ251426.1	2100001	2150000	0.0066929271098406	28687	192	28687	0
PflaHELAf	OZ251426.1	2100001	2150000	0.0067626451005682	28687	194	28687	0
PflaHELEm	OZ251426.1	2150001	2200000	0.0037737504936592	22789	86	22789	0
PflaKGBHm	OZ251426.1	2150001	2200000	0.0032910614770283	22789	75	22789	0
PflaKGBDf	OZ251426.1	2150001	2200000	0.0010092588529553	22789	23	22789	0
PflaHELAf	OZ251426.1	2150001	2200000	0.0038615121330466	22789	88	22789	0
PflaKGBDf	OZ251426.1	2200001	2250000	0.0016539440203562	23580	39	23580	2
PflaHELEm	OZ251426.1	2200001	2250000	0.0052723330073557	23519	124	23519	63
PflaKGBHm	OZ251426.1	2200001	2250000	0.0042405224323636	23582	100	23582	0
PflaHELAf	OZ251426.1	2200001	2250000	0.0048341955728945	23582	114	23582	0
PflaHELAf	OZ251426.1	2250001	2300000	0.0056155662064525	27958	157	27958	0
PflaKGBDf	OZ251426.1	2250001	2300000	0.0047364455129355	27869	132	27869	89
PflaKGBHm	OZ251426.1	2250001	2300000	0.0047571357035553	27958	133	27958	0
PflaHELEm	OZ251426.1	2250001	2300000	0.0071178195865226	27958	199	27958	0
PflaKGBDf	OZ251426.1	2300001	2350000	0.0041587399902667	22603	94	22603	0
PflaHELEm	OZ251426.1	2300001	2350000	0.0034510220334483	22602	78	22602	1
PflaKGBHm	OZ251426.1	2300001	2350000	0.0027429987169844	22603	62	22603	0
PflaHELAf	OZ251426.1	2300001	2350000	0.0042029819050568	22603	95	22603	0
PflaHELAf	OZ251426.1	2350001	2400000	0.0037265524692324	31933	119	31933	0
PflaHELEm	OZ251426.1	2350001	2400000	0.0052296996837127	31933	167	31933	0
PflaKGBHm	OZ251426.1	2350001	2400000	0.0042276015407258	31933	135	31933	0
PflaKGBDf	OZ251426.1	2350001	2400000	0.0039770770049791	31933	127	31933	0
PflaHELEm	OZ251426.1	2400001	2450000	0.0041460643100641	32561	135	32561	0
PflaKGBHm	OZ251426.1	2400001	2450000	0.0017198488989895	32561	56	32561	0
PflaKGBDf	OZ251426.1	2400001	2450000	0.0033782746230152	32561	110	32561	0
PflaHELAf	OZ251426.1	2400001	2450000	0.0032554282730874	32561	106	32561	0
PflaKGBHm	OZ251426.1	2450001	2500000	0.001546431609062	25866	40	25866	0
PflaHELEm	OZ251426.1	2450001	2500000	0.0056444753730766	25866	146	25866	0
PflaKGBDf	OZ251426.1	2450001	2500000	0.0030543205103421	25865	79	25865	1
PflaHELAf	OZ251426.1	2450001	2500000	0.0042159820530672	25854	109	25854	12
PflaKGBDf	OZ251426.1	2500001	2550000	0.0045948894251429	30251	139	30251	49
PflaHELEm	OZ251426.1	2500001	2550000	0.006006600660066	30300	182	30300	0
PflaKGBHm	OZ251426.1	2500001	2550000	0.0045214521452145	30300	137	30300	0
PflaHELAf	OZ251426.1	2500001	2550000	0.0046864686468646	30300	142	30300	0
PflaHELAf	OZ251426.1	2550001	2600000	0.0036420233463035	32125	117	32125	0
PflaKGBDf	OZ251426.1	2550001	2600000	0.0017749268231923	32114	57	32114	11
PflaHELEm	OZ251426.1	2550001	2600000	0.0043579766536964	32125	140	32125	0
PflaKGBHm	OZ251426.1	2550001	2600000	0.0026459143968871	32125	85	32125	0
PflaKGBHm	OZ251426.1	2600001	2650000	0.0037315941639211	29746	111	29746	0
PflaHELEm	OZ251426.1	2600001	2650000	0.0049754588852282	29746	148	29746	0
PflaHELAf	OZ251426.1	2600001	2650000	0.0039669199220063	29746	118	29746	0
PflaKGBDf	OZ251426.1	2600001	2650000	0.0018826060646809	29746	56	29746	0
PflaHELAf	OZ251426.1	2650001	2700000	0.0042024894135762	31172	131	31172	0
PflaKGBDf	OZ251426.1	2650001	2700000	0.000994514131725	31171	31	31171	1
PflaHELEm	OZ251426.1	2650001	2700000	0.0046516104196073	31172	145	31172	0
PflaKGBHm	OZ251426.1	2650001	2700000	0.002758886179905	31172	86	31172	0
PflaKGBDf	OZ251426.1	2700001	2750000	0.001023102310231	30300	31	30300	13
PflaHELEm	OZ251426.1	2700001	2750000	0.0054432091841784	30313	165	30313	0
PflaKGBHm	OZ251426.1	2700001	2750000	0.0039916867350641	30313	121	30313	0
PflaHELAf	OZ251426.1	2700001	2750000	0.0046207670473298	30298	140	30298	15
PflaKGBHm	OZ251426.1	2750001	2800000	0.0044098573281452	26985	119	26985	0
PflaHELEm	OZ251426.1	2750001	2800000	0.0045580878265703	26985	123	26985	0
PflaKGBDf	OZ251426.1	2750001	2800000	0.003557927507227	26982	96	26982	3
PflaHELAf	OZ251426.1	2750001	2800000	0.0034834167129886	26985	94	26985	0
PflaKGBDf	OZ251426.1	2800001	2850000	0.0030168187646127	26518	80	26518	0
PflaHELAf	OZ251426.1	2800001	2850000	0.0027905573572667	26518	74	26518	0
PflaKGBHm	OZ251426.1	2800001	2850000	0.0016969605550946	26518	45	26518	0
PflaHELEm	OZ251426.1	2800001	2850000	0.0059582170601101	26518	158	26518	0
PflaKGBDf	OZ251426.1	2850001	2900000	0.0056201425910463	31138	175	31138	0
PflaHELAf	OZ251426.1	2850001	2900000	0.0054916821889652	31138	171	31138	0
PflaHELEm	OZ251426.1	2850001	2900000	0.0081572355321472	31138	254	31138	0
PflaKGBHm	OZ251426.1	2850001	2900000	0.004977840580641	31138	155	31138	0
PflaKGBHm	OZ251426.1	2900001	2950000	0.0050733198971436	28778	146	28778	0
PflaHELEm	OZ251426.1	2900001	2950000	0.007853221210647	28778	226	28778	0
PflaKGBDf	OZ251426.1	2900001	2950000	0.0051428174299812	28778	148	28778	0
PflaHELAf	OZ251426.1	2900001	2950000	0.0037451872593629	28570	107	28570	208
PflaKGBDf	OZ251426.1	2950001	3000000	0.0025215989417551	24191	61	24191	0
PflaHELEm	OZ251426.1	2950001	3000000	0.0037617295688479	24191	91	24191	0
PflaKGBHm	OZ251426.1	2950001	3000000	0.0048778471332313	24191	118	24191	0
PflaHELAf	OZ251426.1	2950001	3000000	0.0053325616964986	24191	129	24191	0
PflaHELAf	OZ251426.1	3000001	3050000	0.0069791941006057	22782	159	22782	0
PflaKGBDf	OZ251426.1	3000001	3050000	0.0036560655448859	22702	83	22702	80
PflaHELEm	OZ251426.1	3000001	3050000	0.0068475111930471	22782	156	22782	0
PflaKGBHm	OZ251426.1	3000001	3050000	0.0054870286642377	22781	125	22781	1
PflaKGBHm	OZ251426.1	3050001	3100000	0.0048481860388676	24339	118	24339	0
PflaKGBDf	OZ251426.1	3050001	3100000	0.0036155963679691	24339	88	24339	0
PflaHELAf	OZ251426.1	3050001	3100000	0.0019310571510744	24339	47	24339	0
PflaHELEm	OZ251426.1	3050001	3100000	0.00562882616377	24339	137	24339	0
PflaKGBDf	OZ251426.1	3100001	3150000	0.0054234587572006	32636	177	32636	0
PflaHELEm	OZ251426.1	3100001	3150000	0.0083649957102586	32636	273	32636	0
PflaHELAf	OZ251426.1	3100001	3150000	0.0057381324986958	32589	187	32589	47
PflaKGBHm	OZ251426.1	3100001	3150000	0.0043214417065097	32628	141	32628	8
PflaKGBHm	OZ251426.1	3150001	3200000	0.0053494076509576	38322	205	38322	0
PflaHELEm	OZ251426.1	3150001	3200000	0.0073586973540003	38322	282	38322	0
PflaKGBDf	OZ251426.1	3150001	3200000	0.0038135039832832	38285	146	38285	37
PflaHELAf	OZ251426.1	3150001	3200000	0.004540472835447	38322	174	38322	0
PflaHELAf	OZ251426.1	3200001	3250000	0.0014086310667178	39045	55	39045	0
PflaKGBDf	OZ251426.1	3200001	3250000	0.0014854654885388	39045	58	39045	0
PflaHELEm	OZ251426.1	3200001	3250000	0.004097835830452	39045	160	39045	0
PflaKGBHm	OZ251426.1	3200001	3250000	0.0065821488026635	39045	257	39045	0
PflaHELAf	OZ251426.1	3250001	3300000	0.0038473220613546	39508	152	39508	0
PflaKGBHm	OZ251426.1	3250001	3300000	0.0023033309709425	39508	91	39508	0
PflaHELEm	OZ251426.1	3250001	3300000	0.0053914496165236	39507	213	39507	1
PflaKGBDf	OZ251426.1	3250001	3300000	0.0026597092051269	39478	105	39478	30
PflaKGBHm	OZ251426.1	3300001	3350000	0.001531393568147	39833	61	39833	0
PflaHELEm	OZ251426.1	3300001	3350000	0.0045690758918484	39833	182	39833	0
PflaKGBDf	OZ251426.1	3300001	3350000	0.0018075465066653	39833	72	39833	0
PflaHELAf	OZ251426.1	3300001	3350000	0.0042929229533301	39833	171	39833	0
PflaKGBHm	OZ251426.1	3350001	3400000	0.0049632977194953	38281	190	38281	0
PflaHELEm	OZ251426.1	3350001	3400000	0.0072620882422089	38281	278	38281	0
PflaKGBDf	OZ251426.1	3350001	3400000	0.0040751286539014	38281	156	38281	0
PflaHELAf	OZ251426.1	3350001	3400000	0.0047020715237324	38281	180	38281	0
PflaHELEm	OZ251426.1	3400001	3450000	0.0058972441171394	34762	205	34762	0
PflaKGBDf	OZ251426.1	3400001	3450000	0.0047198319279362	34747	164	34747	15
PflaHELAf	OZ251426.1	3400001	3450000	0.0050632911392405	34760	176	34760	2
PflaKGBHm	OZ251426.1	3400001	3450000	0.0024451987802773	34762	85	34762	0
PflaHELAf	OZ251426.1	3450001	3500000	0.0052065144925235	31499	164	31499	151
PflaKGBHm	OZ251426.1	3450001	3500000	0.0045813586097946	31650	145	31650	0
PflaHELEm	OZ251426.1	3450001	3500000	0.0057503949447077	31650	182	31650	0
PflaKGBDf	OZ251426.1	3450001	3500000	0.0034439178515007	31650	109	31650	0
PflaHELEm	OZ251426.1	3500001	3550000	0.0071109218650202	23485	167	23485	0
PflaKGBDf	OZ251426.1	3500001	3550000	0.0068554396423248	23485	161	23485	0
PflaHELAf	OZ251426.1	3500001	3550000	0.0037896529699808	23485	89	23485	0
PflaKGBHm	OZ251426.1	3500001	3550000	0.0062593144560357	23485	147	23485	0
PflaKGBDf	OZ251426.1	3550001	3600000	0.0051078614395353	38568	197	38568	0
PflaHELEm	OZ251426.1	3550001	3600000	0.0065339141257	38568	252	38568	0
PflaKGBHm	OZ251426.1	3550001	3600000	0.0033706699854801	38568	130	38568	0
PflaHELAf	OZ251426.1	3550001	3600000	0.0027743206803567	38568	107	38568	0
PflaKGBDf	OZ251426.1	3600001	3650000	0.0060911101849773	31193	190	31193	0
PflaKGBHm	OZ251426.1	3600001	3650000	0.0050972974705863	31193	159	31193	0
PflaHELEm	OZ251426.1	3600001	3650000	0.0074375661206039	31193	232	31193	0
PflaHELAf	OZ251426.1	3600001	3650000	0.0059308178116885	31193	185	31193	0
PflaHELAf	OZ251426.1	3650001	3700000	0.0034220969689998	34774	119	34774	0
PflaKGBDf	OZ251426.1	3650001	3700000	0.0025593834474032	34774	89	34774	0
PflaHELEm	OZ251426.1	3650001	3700000	0.0053200667165123	34774	185	34774	0
PflaKGBHm	OZ251426.1	3650001	3700000	0.0048024386035543	34774	167	34774	0
PflaKGBHm	OZ251426.1	3700001	3750000	0.0067278287461773	32700	220	32700	0
PflaHELEm	OZ251426.1	3700001	3750000	0.0068807339449541	32700	225	32700	0
PflaKGBDf	OZ251426.1	3700001	3750000	0.0060244648318042	32700	197	32700	0
PflaHELAf	OZ251426.1	3700001	3750000	0.0069159679294938	32678	226	32678	22
PflaHELAf	OZ251426.1	3750001	3800000	0.0032835820895522	30150	99	30150	0
PflaKGBHm	OZ251426.1	3750001	3800000	0.0027529021558872	30150	83	30150	0
PflaHELEm	OZ251426.1	3750001	3800000	0.0035489220563847	30150	107	30150	0
PflaKGBDf	OZ251426.1	3750001	3800000	0.0024875621890547	30150	75	30150	0
PflaKGBDf	OZ251426.1	3800001	3850000	0.0065764023210831	28435	187	28435	0
PflaHELAf	OZ251426.1	3800001	3850000	0.0049938456128011	28435	142	28435	0
PflaHELEm	OZ251426.1	3800001	3850000	0.008242919543469	28388	234	28388	47
PflaKGBHm	OZ251426.1	3800001	3850000	0.0065814943863724	28413	187	28413	22
PflaKGBDf	OZ251426.1	3850001	3900000	0.0040038436899423	24976	100	24976	0
PflaKGBHm	OZ251426.1	3850001	3900000	0.0038464620562545	24958	96	24958	18
PflaHELEm	OZ251426.1	3850001	3900000	0.0050848814862267	24976	127	24976	0
PflaHELAf	OZ251426.1	3850001	3900000	0.0048046124279308	24976	120	24976	0
PflaHELEm	OZ251426.1	3900001	3950000	0.0081824380634896	26398	216	26398	0
PflaKGBDf	OZ251426.1	3900001	3950000	0.008602395028043	26388	227	26388	10
PflaHELAf	OZ251426.1	3900001	3950000	0.0073111599363588	26398	193	26398	0
PflaKGBHm	OZ251426.1	3900001	3950000	0.0021971361466777	26398	58	26398	0
PflaHELAf	OZ251426.1	3950001	4000000	0.0055076520247392	22151	122	22151	0
PflaHELEm	OZ251426.1	3950001	4000000	0.0094352399440205	22151	209	22151	0
PflaKGBDf	OZ251426.1	3950001	4000000	0.0073585842625615	22151	163	22151	0
PflaKGBHm	OZ251426.1	3950001	4000000	0.0026635366349149	22151	59	22151	0
PflaHELAf	OZ251426.1	4000001	4050000	0.0066469233300427	30390	202	30390	0
PflaKGBDf	OZ251426.1	4000001	4050000	0.0087528792365909	30390	266	30390	0
PflaHELEm	OZ251426.1	4000001	4050000	0.0094109904573873	30390	286	30390	0
PflaKGBHm	OZ251426.1	4000001	4050000	0.0092464626521882	30390	281	30390	0
PflaHELAf	OZ251426.1	4050001	4100000	0.0021372328458942	26670	57	26670	113
PflaKGBDf	OZ251426.1	4050001	4100000	0.0022467702677401	26705	60	26705	78
PflaHELEm	OZ251426.1	4050001	4100000	0.006235298510249	26783	167	26783	0
PflaKGBHm	OZ251426.1	4050001	4100000	0.0057499159914871	26783	154	26783	0
PflaKGBDf	OZ251426.1	4100001	4150000	0.0050356177843281	8142	41	8142	0
PflaHELEm	OZ251426.1	4100001	4150000	0.0058953574060427	8142	48	8142	0
